[],,,,,,,,,,,,,,,,,,,,
[{'text': 'blind beggar', 'sentiment': {'score': -0.297065, 'label': 'negative'}, 'relevance': 0.943787, 'emotion': {'sadness': 0.612302, 'joy': 0.097384, 'fear': 0.030497, 'disgust': 0.079608, 'anger': 0.136136}}, {'text': '12th child', 'sentiment': {'score': -0.297065, 'label': 'negative'}, 'relevance': 0.837268, 'emotion': {'sadness': 0.612302, 'joy': 0.097384, 'fear': 0.030497, 'disgust': 0.079608, 'anger': 0.136136}}],,,
[{'text': 'illness doesnt mean', 'sentiment': {'score': -0.247816, 'label': 'negative'}, 'relevance': 0.950396, 'emotion': {'sadness': 0.526572, 'joy': 0.01081, 'fear': 0.154926, 'disgust': 0.050513, 'anger': 0.13167}}, {'text': 'RT', 'sentiment': {'score': 0.237757, 'label': 'positive'}, 'relevance': 0.40338, 'emotion': {'sadness': 0.0, 'joy': 0.0, 'fear': 0.0, 'disgust': 0.0, 'anger': 0.0}}],,,
[{'text': 'REGA BELLA PE', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.943935, 'emotion': {'sadness': 0.205094, 'joy': 0.132012, 'fear': 0.126285, 'disgust': 0.12593, 'anger': 0.183749}}, {'text': 'MI DISPIACE NON', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.752231, 'emotion': {'sadness': 0.205094, 'joy': 0.132012, 'fear': 0.126285, 'disgust': 0.12593, 'anger': 0.183749}}],,,
[{'text': 'personal struggles', 'sentiment': {'score': -0.578089, 'label': 'negative'}, 'relevance': 0.9991, 'emotion': {'sadness': 0.870265, 'joy': 0.027316, 'fear': 0.096111, 'disgust': 0.004213, 'anger': 0.140175}}, {'text': 'Azealia Banks', 'sentiment': {'score': -0.578089, 'label': 'negative'}, 'relevance': 0.953095, 'emotion': {'sadness': 0.870265, 'joy': 0.027316, 'fear': 0.096111, 'disgust': 0.004213, 'anger': 0.140175}}],,,
[{'text': 'rape.. wow. htt', 'sentiment': {'score': -0.766036, 'label': 'negative'}, 'relevance': 0.935071, 'emotion': {'sadness': 0.21968, 'joy': 0.019617, 'fear': 0.037458, 'disgust': 0.857752, 'anger': 0.089814}}, {'text': 'Banks mental illness', 'sentiment': {'score': -0.437786, 'label': 'negative'}, 'relevance': 0.924915, 'emotion': {'sadness': 0.75634, 'joy': 0.172925, 'fear': 0.044967, 'disgust': 0.006811, 'anger': 0.030624}}],,,
[{'text': 'stomach virus', 'sentiment': {'score': -0.626472, 'label': 'negative'}, 'relevance': 0.996976, 'emotion': {'sadness': 0.161085, 'joy': 0.007819, 'fear': 0.407253, 'disgust': 0.570951, 'anger': 0.19204}}],,,,,,,,,,,,
[{'text': 'valuable reminder', 'sentiment': {'score': 0.46552, 'label': 'positive'}, 'relevance': 0.976551, 'emotion': {'sadness': 0.138495, 'joy': 0.140844, 'fear': 0.386153, 'disgust': 0.068267, 'anger': 0.069963}}, {'text': 'RT', 'sentiment': {'score': 0.385396, 'label': 'positive'}, 'relevance': 0.735905, 'emotion': {'sadness': 0.0, 'joy': 0.0, 'fear': 0.0, 'disgust': 0.0, 'anger': 0.0}}],,,
[{'text': 'Outbreak', 'sentiment': {'score': -0.504149, 'label': 'negative'}, 'relevance': 0.920551, 'emotion': {'sadness': 0.144548, 'joy': 0.180955, 'fear': 0.121941, 'disgust': 0.077654, 'anger': 0.090723}}, {'text': 'weapon', 'sentiment': {'score': -0.501289, 'label': 'negative'}, 'relevance': 0.838421, 'emotion': {'sadness': 0.461689, 'joy': 0.023972, 'fear': 0.270669, 'disgust': 0.217409, 'anger': 0.391355}}],,,
[{'text': 'typical twitter virus', 'sentiment': {'score': -0.632432, 'label': 'negative'}, 'relevance': 0.997542, 'emotion': {'sadness': 0.204282, 'joy': 0.132603, 'fear': 0.227155, 'disgust': 0.095718, 'anger': 0.060966}}, {'text': 'https://t.co/Y2FfBpjE3n', 'sentiment': {'score': -0.632432, 'label': 'negative'}, 'relevance': 0.496141, 'emotion': {'sadness': 0.204282, 'joy': 0.132603, 'fear': 0.227155, 'disgust': 0.095718, 'anger': 0.060966}}],,,
[{'text': 'mental illness', 'sentiment': {'score': -0.770453, 'label': 'negative'}, 'relevance': 0.905799, 'emotion': {'sadness': 0.830904, 'joy': 0.017694, 'fear': 0.21624, 'disgust': 0.004502, 'anger': 0.06132}}, {'text': 'symptoms https://t.co/EHmTiiOlx0', 'sentiment': {'score': -0.770453, 'label': 'negative'}, 'relevance': 0.739428, 'emotion': {'sadness': 0.830904, 'joy': 0.017694, 'fear': 0.21624, 'disgust': 0.004502, 'anger': 0.06132}}],,,
[{'text': 'typical twitter virus', 'sentiment': {'score': -0.632432, 'label': 'negative'}, 'relevance': 0.997542, 'emotion': {'sadness': 0.204282, 'joy': 0.132603, 'fear': 0.227155, 'disgust': 0.095718, 'anger': 0.060966}}, {'text': 'https://t.co/agjIt87hKI', 'sentiment': {'score': -0.632432, 'label': 'negative'}, 'relevance': 0.496141, 'emotion': {'sadness': 0.204282, 'joy': 0.132603, 'fear': 0.227155, 'disgust': 0.095718, 'anger': 0.060966}}],,,
[{'text': 'Reino Unido', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.97935, 'emotion': {'sadness': 0.144548, 'joy': 0.185315, 'fear': 0.087573, 'disgust': 0.077654, 'anger': 0.090723}}, {'text': 'Com apoio', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.829183, 'emotion': {'sadness': 0.156015, 'joy': 0.172572, 'fear': 0.090165, 'disgust': 0.067451, 'anger': 0.10038}}],,,
[{'text': 'hanahaki disease https://t.co/IBf2uZlH1a', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.993499, 'emotion': {'sadness': 0.278104, 'joy': 0.599671, 'fear': 0.103025, 'disgust': 0.0059, 'anger': 0.033556}}, {'text': 'dongpaca au', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.953083, 'emotion': {'sadness': 0.278104, 'joy': 0.599671, 'fear': 0.103025, 'disgust': 0.0059, 'anger': 0.033556}}],,,
[{'text': 'pico virus', 'sentiment': {'score': -0.447196, 'label': 'negative'}, 'relevance': 0.966952, 'emotion': {'sadness': 0.29072, 'joy': 0.309507, 'fear': 0.227549, 'disgust': 0.112696, 'anger': 0.02856}}, {'text': 'es', 'sentiment': {'score': -0.621002, 'label': 'negative'}, 'relevance': 0.699427, 'emotion': {'sadness': 0.148831, 'joy': 0.179551, 'fear': 0.091248, 'disgust': 0.074744, 'anger': 0.088473}}],,,
[{'text': 'general medicine patient', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.946997, 'emotion': {'sadness': 0.133907, 'joy': 0.289954, 'fear': 0.063124, 'disgust': 0.081017, 'anger': 0.039644}}, {'text': 'convenient time', 'sentiment': {'score': -0.571578, 'label': 'negative'}, 'relevance': 0.8602, 'emotion': {'sadness': 0.460212, 'joy': 0.00268, 'fear': 0.387796, 'disgust': 0.320886, 'anger': 0.214114}}],,,
[{'text': 'es', 'sentiment': {'score': -0.696541, 'label': 'negative'}, 'relevance': 0.99128, 'emotion': {'sadness': 0.148831, 'joy': 0.179551, 'fear': 0.091248, 'disgust': 0.074744, 'anger': 0.088473}}, {'text': 'funciona de lujo', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.893105, 'emotion': {'sadness': 0.256636, 'joy': 0.492692, 'fear': 0.152238, 'disgust': 0.102212, 'anger': 0.01835}}],,,
[],,,,,,,,,,,,,,,,,,,,
[{'text': 'chronic illness', 'sentiment': {'score': -0.763995, 'label': 'negative'}, 'relevance': 0.928731, 'emotion': {'sadness': 0.456008, 'joy': 0.439479, 'fear': 0.148277, 'disgust': 0.003253, 'anger': 0.01446}}, {'text': 'RT', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.735905, 'emotion': {'sadness': 0.0, 'joy': 0.0, 'fear': 0.0, 'disgust': 0.0, 'anger': 0.0}}],,,
[{'text': 'YellowFever pathogen', 'sentiment': {'score': -0.246981, 'label': 'negative'}, 'relevance': 0.970354}, {'text': 'RT', 'sentiment': {'score': 0.245221, 'label': 'positive'}, 'relevance': 0.818964, 'emotion': {'sadness': 0.0, 'joy': 0.0, 'fear': 0.0, 'disgust': 0.0, 'anger': 0.0}}],,,,,,,,
[{'text': 'luxury https://t.co/7JwjVncs82', 'sentiment': {'score': 0.548395, 'label': 'positive'}, 'relevance': 0.97563, 'emotion': {'sadness': 0.185824, 'joy': 0.402088, 'fear': 0.150149, 'disgust': 0.04567, 'anger': 0.034141}}, {'text': 'virus', 'sentiment': {'score': -0.313233, 'label': 'negative'}, 'relevance': 0.821105, 'emotion': {'sadness': 0.148831, 'joy': 0.179551, 'fear': 0.091248, 'disgust': 0.074744, 'anger': 0.088473}}],,,
[{'text': 'healthy Tamil Nadu..', 'sentiment': {'score': -0.338846, 'label': 'negative'}, 'relevance': 0.94159}, {'text': 'powerful vaccine', 'sentiment': {'score': 0.380673, 'label': 'positive'}, 'relevance': 0.799109, 'emotion': {'sadness': 0.085403, 'joy': 0.150303, 'fear': 0.044876, 'disgust': 0.03958, 'anger': 0.047332}}],,,,,,,,
[{'text': 'personal email account', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.911935, 'emotion': {'sadness': 0.684777, 'joy': 0.11103, 'fear': 0.044508, 'disgust': 0.025641, 'anger': 0.125886}}, {'text': 'open newsletters', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.694834, 'emotion': {'sadness': 0.154433, 'joy': 0.154269, 'fear': 0.077196, 'disgust': 0.074872, 'anger': 0.108124}}],,,
[{'text': 'stomach virus', 'sentiment': {'score': -0.482853, 'label': 'negative'}, 'relevance': 0.938868, 'emotion': {'sadness': 0.14856, 'joy': 0.080112, 'fear': 0.432615, 'disgust': 0.29395, 'anger': 0.034349}}],,,,,,,,,,,,
[{'text': 'self', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.926342, 'emotion': {'sadness': 0.350765, 'joy': 0.281884, 'fear': 0.222858, 'disgust': 0.036083, 'anger': 0.055351}}],,,,,,,,,,,,
[{'text': 'sh  shud stay', 'sentiment': {'score': -0.492132, 'label': 'negative'}, 'relevance': 0.959009}, {'text': 'venomous virus&amp', 'sentiment': {'score': -0.492132, 'label': 'negative'}, 'relevance': 0.801291, 'emotion': {'sadness': 0.139049, 'joy': 0.033514, 'fear': 0.031182, 'disgust': 0.197762, 'anger': 0.786154}}],,,,,,,,
[{'text': 'https://t.co/JPPdi61w9U', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.949892, 'emotion': {'sadness': 0.0, 'joy': 0.0, 'fear': 0.0, 'disgust': 0.0, 'anger': 0.0}}],,,,,,,,,,,,
[{'text': 'que manje das', 'sentiment': {'score': 0.435316, 'label': 'positive'}, 'relevance': 0.917331, 'emotion': {'sadness': 0.027333, 'joy': 0.075733, 'fear': 0.073656, 'disgust': 0.053502, 'anger': 0.038345}}, {'text': 'esses tr', 'sentiment': {'score': 0.435316, 'label': 'positive'}, 'relevance': 0.547514, 'emotion': {'sadness': 0.027333, 'joy': 0.075733, 'fear': 0.073656, 'disgust': 0.053502, 'anger': 0.038345}}],,,
[{'text': 'political life', 'sentiment': {'score': -0.393978, 'label': 'negative'}, 'relevance': 0.966776, 'emotion': {'sadness': 0.582577, 'joy': 0.117393, 'fear': 0.118941, 'disgust': 0.125305, 'anger': 0.270829}}, {'text': 'virus', 'sentiment': {'score': -0.393978, 'label': 'negative'}, 'relevance': 0.780262, 'emotion': {'sadness': 0.582577, 'joy': 0.117393, 'fear': 0.118941, 'disgust': 0.125305, 'anger': 0.270829}}],,,
[{'text': 'POKEMON WORM', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.930846, 'emotion': {'sadness': 0.038124, 'joy': 0.271811, 'fear': 0.012337, 'disgust': 0.677057, 'anger': 0.082255}}, {'text': 'Virus Investigations', 'sentiment': {'score': -0.414209, 'label': 'negative'}, 'relevance': 0.739536, 'emotion': {'sadness': 0.181217, 'joy': 0.163708, 'fear': 0.20629, 'disgust': 0.104835, 'anger': 0.075136}}],,,
[{'text': 'Mental illness', 'sentiment': {'score': -0.320974, 'label': 'negative'}, 'relevance': 0.954361, 'emotion': {'sadness': 0.856277, 'joy': 0.05939, 'fear': 0.063625, 'disgust': 0.00426, 'anger': 0.096035}}, {'text': 'RT', 'sentiment': {'score': 0.224081, 'label': 'positive'}, 'relevance': 0.76029, 'emotion': {'sadness': 0.0, 'joy': 0.0, 'fear': 0.0, 'disgust': 0.0, 'anger': 0.0}}],,,
[{'text': 'luxury https://t.co/etUl85vwwG', 'sentiment': {'score': 0.548395, 'label': 'positive'}, 'relevance': 0.97563, 'emotion': {'sadness': 0.185824, 'joy': 0.402088, 'fear': 0.150149, 'disgust': 0.04567, 'anger': 0.034141}}, {'text': 'virus', 'sentiment': {'score': -0.313233, 'label': 'negative'}, 'relevance': 0.821105, 'emotion': {'sadness': 0.148831, 'joy': 0.179551, 'fear': 0.091248, 'disgust': 0.074744, 'anger': 0.088473}}],,,
[{'text': 'mental illness', 'sentiment': {'score': -0.706781, 'label': 'negative'}, 'relevance': 0.907316, 'emotion': {'sadness': 0.937488, 'joy': 0.03056, 'fear': 0.046034, 'disgust': 0.01165, 'anger': 0.06456}}, {'text': 'pics', 'sentiment': {'score': -0.706781, 'label': 'negative'}, 'relevance': 0.736761, 'emotion': {'sadness': 0.937488, 'joy': 0.03056, 'fear': 0.046034, 'disgust': 0.01165, 'anger': 0.06456}}],,,
[{'text': 'perfect https://t.co/kEfsOIzDCK', 'sentiment': {'score': 0.656623, 'label': 'positive'}, 'relevance': 0.958807, 'emotion': {'sadness': 0.066691, 'joy': 0.893145, 'fear': 0.022556, 'disgust': 0.001694, 'anger': 0.00753}}, {'text': 'virus', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.81979, 'emotion': {'sadness': 0.148831, 'joy': 0.179551, 'fear': 0.091248, 'disgust': 0.074744, 'anger': 0.088473}}],,,
[{'text': 'virus kebangsatan lu', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.934108, 'emotion': {'sadness': 0.173515, 'joy': 0.156318, 'fear': 0.220882, 'disgust': 0.100879, 'anger': 0.073972}}],,,,,,,,,,,,
[{'text': 'Long-term stress', 'sentiment': {'score': -0.683236, 'label': 'negative'}, 'relevance': 0.929624, 'emotion': {'sadness': 0.428835, 'joy': 0.061989, 'fear': 0.533089, 'disgust': 0.018743, 'anger': 0.072489}}, {'text': 'high cholesterol', 'sentiment': {'score': -0.683236, 'label': 'negative'}, 'relevance': 0.807022, 'emotion': {'sadness': 0.428835, 'joy': 0.061989, 'fear': 0.533089, 'disgust': 0.018743, 'anger': 0.072489}}],,,
[{'text': 'guys American school', 'sentiment': {'score': -0.590623, 'label': 'negative'}, 'relevance': 0.943079, 'emotion': {'sadness': 0.568336, 'joy': 0.018472, 'fear': 0.107818, 'disgust': 0.338612, 'anger': 0.291852}}, {'text': 'AP text', 'sentiment': {'score': -0.536416, 'label': 'negative'}, 'relevance': 0.647346, 'emotion': {'sadness': 0.286546, 'joy': 0.409632, 'fear': 0.117104, 'disgust': 0.097695, 'anger': 0.065986}}],,,
[{'text': 'work ethic speaks', 'sentiment': {'score': 0.40474, 'label': 'positive'}, 'relevance': 0.916771, 'emotion': {'sadness': 0.104864, 'joy': 0.120637, 'fear': 0.075365, 'disgust': 0.11837, 'anger': 0.058073}}, {'text': 'RT', 'sentiment': {'score': 0.36082, 'label': 'positive'}, 'relevance': 0.405931, 'emotion': {'sadness': 0.0, 'joy': 0.0, 'fear': 0.0, 'disgust': 0.0, 'anger': 0.0}}],,,
[{'text': 'Breastfeeding Reduces Mothers', 'sentiment': {'score': -0.814955, 'label': 'negative'}, 'relevance': 0.98122, 'emotion': {'sadness': 0.411939, 'joy': 0.242753, 'fear': 0.347028, 'disgust': 0.014806, 'anger': 0.092012}}, {'text': 'Heart Disease', 'sentiment': {'score': -0.814955, 'label': 'negative'}, 'relevance': 0.240305}],,,,,,,,
[{'text': 'pelo protein', 'sentiment': {'score': -0.438581, 'label': 'negative'}, 'relevance': 0.941649, 'emotion': {'sadness': 0.123244, 'joy': 0.431952, 'fear': 0.085713, 'disgust': 0.016359, 'anger': 0.062657}}, {'text': 'dengue virus', 'sentiment': {'score': -0.526597, 'label': 'negative'}, 'relevance': 0.839616, 'emotion': {'sadness': 0.269884, 'joy': 0.083636, 'fear': 0.284873, 'disgust': 0.03445, 'anger': 0.033808}}],,,
[{'text': 'habe ich mir', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.958141, 'emotion': {'sadness': 0.202324, 'joy': 0.132177, 'fear': 0.097766, 'disgust': 0.055476, 'anger': 0.063234}}, {'text': 'Ich habe', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.801384, 'emotion': {'sadness': 0.764971, 'joy': 0.043922, 'fear': 0.131166, 'disgust': 0.050103, 'anger': 0.075121}}],,,
[],,,,,,,,,,,,,,,,,,,,
[],,,,,,,,,,,,,,,,,,,,
[{'text': 'funciona perfecto https://t.co/eovvxnTHXj', 'sentiment': {'score': 0.381041, 'label': 'positive'}, 'relevance': 0.956531, 'emotion': {'sadness': 0.151545, 'joy': 0.174219, 'fear': 0.093654, 'disgust': 0.072945, 'anger': 0.08686}}, {'text': 'es virus', 'sentiment': {'score': -0.443621, 'label': 'negative'}, 'relevance': 0.87995, 'emotion': {'sadness': 0.148831, 'joy': 0.179551, 'fear': 0.091248, 'disgust': 0.074744, 'anger': 0.088473}}],,,
[{'text': 'deathly virus https://t.co/S1W12zkyBG', 'sentiment': {'score': -0.835934, 'label': 'negative'}, 'relevance': 0.992327, 'emotion': {'sadness': 0.285205, 'joy': 0.223384, 'fear': 0.175204, 'disgust': 0.371389, 'anger': 0.154109}}, {'text': 'Richmond animal shelter', 'sentiment': {'score': -0.835934, 'label': 'negative'}, 'relevance': 0.768105, 'emotion': {'sadness': 0.285205, 'joy': 0.223384, 'fear': 0.175204, 'disgust': 0.371389, 'anger': 0.154109}}],,,
[{'text': 'nuevo virus es', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.962546, 'emotion': {'sadness': 0.388862, 'joy': 0.181543, 'fear': 0.166306, 'disgust': 0.134454, 'anger': 0.044373}}, {'text': 'subir tus', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.760006, 'emotion': {'sadness': 0.388862, 'joy': 0.181543, 'fear': 0.166306, 'disgust': 0.134454, 'anger': 0.044373}}],,,
[{'text': 'luxury https://t.co/hZwJhND6nk', 'sentiment': {'score': 0.548395, 'label': 'positive'}, 'relevance': 0.97563, 'emotion': {'sadness': 0.185824, 'joy': 0.402088, 'fear': 0.150149, 'disgust': 0.04567, 'anger': 0.034141}}, {'text': 'virus', 'sentiment': {'score': -0.313233, 'label': 'negative'}, 'relevance': 0.821105, 'emotion': {'sadness': 0.148831, 'joy': 0.179551, 'fear': 0.091248, 'disgust': 0.074744, 'anger': 0.088473}}],,,
[{'text': 'polio https://t.co/j907CjY7D8', 'sentiment': {'score': -0.504178, 'label': 'negative'}, 'relevance': 0.968312, 'emotion': {'sadness': 0.527407, 'joy': 0.071399, 'fear': 0.235576, 'disgust': 0.401272, 'anger': 0.028514}}, {'text': 'cancer virus', 'sentiment': {'score': -0.504178, 'label': 'negative'}, 'relevance': 0.916868, 'emotion': {'sadness': 0.527407, 'joy': 0.071399, 'fear': 0.235576, 'disgust': 0.401272, 'anger': 0.028514}}],,,
[{'text': 'typical twitter virus', 'sentiment': {'score': -0.632432, 'label': 'negative'}, 'relevance': 0.997542, 'emotion': {'sadness': 0.204282, 'joy': 0.132603, 'fear': 0.227155, 'disgust': 0.095718, 'anger': 0.060966}}, {'text': 'https://t.co/1YPEfPVeHt', 'sentiment': {'score': -0.632432, 'label': 'negative'}, 'relevance': 0.496141, 'emotion': {'sadness': 0.204282, 'joy': 0.132603, 'fear': 0.227155, 'disgust': 0.095718, 'anger': 0.060966}}],,,
[{'text': 'fazer um video', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.963669, 'emotion': {'sadness': 0.180664, 'joy': 0.347149, 'fear': 0.200446, 'disgust': 0.260728, 'anger': 0.027563}}, {'text': 'negow um virus', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.88596, 'emotion': {'sadness': 0.180664, 'joy': 0.347149, 'fear': 0.200446, 'disgust': 0.260728, 'anger': 0.027563}}],,,
[{'text': 'perfect https://t.co/1Vv9nw4t5m', 'sentiment': {'score': 0.656623, 'label': 'positive'}, 'relevance': 0.958807, 'emotion': {'sadness': 0.066691, 'joy': 0.893145, 'fear': 0.022556, 'disgust': 0.001694, 'anger': 0.00753}}, {'text': 'virus', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.81979, 'emotion': {'sadness': 0.148831, 'joy': 0.179551, 'fear': 0.091248, 'disgust': 0.074744, 'anger': 0.088473}}],,,
[{'text': 'virus free sex', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.905982, 'emotion': {'sadness': 0.125349, 'joy': 0.145051, 'fear': 0.095194, 'disgust': 0.653914, 'anger': 0.023471}}, {'text': 'local sex video', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.751154, 'emotion': {'sadness': 0.125349, 'joy': 0.145051, 'fear': 0.095194, 'disgust': 0.653914, 'anger': 0.023471}}],,,
[{'text': 'mengatakan bahwa dia', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.990871, 'emotion': {'sadness': 0.175707, 'joy': 0.441449, 'fear': 0.064566, 'disgust': 0.056539, 'anger': 0.050748}}, {'text': 'happy virus', 'sentiment': {'score': 0.543771, 'label': 'positive'}, 'relevance': 0.796702, 'emotion': {'sadness': 0.011163, 'joy': 0.908843, 'fear': 0.020894, 'disgust': 0.004919, 'anger': 0.003459}}],,,
[{'text': 'mental illness', 'sentiment': {'score': -0.609009, 'label': 'negative'}, 'relevance': 0.962166, 'emotion': {'sadness': 0.784859, 'joy': 0.074286, 'fear': 0.060909, 'disgust': 0.049615, 'anger': 0.168271}}, {'text': 'water post', 'sentiment': {'score': -0.609009, 'label': 'negative'}, 'relevance': 0.841974, 'emotion': {'sadness': 0.784859, 'joy': 0.074286, 'fear': 0.060909, 'disgust': 0.049615, 'anger': 0.168271}}],,,
[{'text': 'luxury https://t.co/t65O5PdJSr', 'sentiment': {'score': 0.548395, 'label': 'positive'}, 'relevance': 0.97563, 'emotion': {'sadness': 0.185824, 'joy': 0.402088, 'fear': 0.150149, 'disgust': 0.04567, 'anger': 0.034141}}, {'text': 'virus', 'sentiment': {'score': -0.313233, 'label': 'negative'}, 'relevance': 0.821105, 'emotion': {'sadness': 0.148831, 'joy': 0.179551, 'fear': 0.091248, 'disgust': 0.074744, 'anger': 0.088473}}],,,
[{'text': 'rawa-rawa daerah tropis', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.913189, 'emotion': {'sadness': 0.163381, 'joy': 0.225299, 'fear': 0.127187, 'disgust': 0.075948, 'anger': 0.053269}}, {'text': 'palem yang tumbuh', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.783414, 'emotion': {'sadness': 0.163381, 'joy': 0.225299, 'fear': 0.127187, 'disgust': 0.075948, 'anger': 0.053269}}],,,
[{'text': 'luxury https://t.co/zSHaYWS6Du', 'sentiment': {'score': 0.548395, 'label': 'positive'}, 'relevance': 0.97563, 'emotion': {'sadness': 0.185824, 'joy': 0.402088, 'fear': 0.150149, 'disgust': 0.04567, 'anger': 0.034141}}, {'text': 'virus', 'sentiment': {'score': -0.313233, 'label': 'negative'}, 'relevance': 0.821105, 'emotion': {'sadness': 0.148831, 'joy': 0.179551, 'fear': 0.091248, 'disgust': 0.074744, 'anger': 0.088473}}],,,
